"job_title_full","salary","company","user_id"
" Marketing Manager - (Remote) m/f/d",NA,"f","U478"
"Junior Backend Engineer - (Remote)",65000,"c","U479"
" Sustainability Manager - APAC",NA,"c","U480"
"Junior Software Engineer",NA,"c","U481"
" Backend Engineer - (Remote)",NA,"h","U482"
" Culture Manager - EU M/F/D",66000,"e","U483"
"Junior Product Owner - NLP",NA,"f","U484"
"Lead Big Data Analyst - Pricing Team",NA,"c","U485"
"Senior Data Scientist - Supplier Financing M/F/D",NA,"h","U486"
" Marketing Analyst - New Ventures ",NA,"g","U487"
" Data Consultant - NLP",NA,"b","U488"
"Lead SEO Manager (M/F/D)",51000,"b","U489"
"Senior SEO Marketing Manager - (Remote)",69000,"h","U490"
" Shop Manager - France",NA,"h","U491"
"Lead Online Marketing Manager - (Remote) M/F/D",53000,"g","U492"
"Senior Manager Innovation Lab - APAC m/f/d",62000,"g","U493"
"Junior Data Analyst - (Remote) m/f/d",NA,"f","U494"
"Senior Product / UX Engineer - Pricing (M/F/D)",NA,"b","U495"
"Junior Growth Hacker - New Ventures ",52000,"g","U496"
" Product / UX Engineer - NLP",63000,"d","U497"
"Lead Business Development Manager",NA,"b","U498"
"Lead Data Analyst - Pricing Team (m/f/d)",NA,"b","U499"
" Data Analyst - (Remote) m/f/d",NA,"d","U500"
"Lead Growth Marketing Manager - New Ventures  (M/F/D)",NA,"c","U501"
"Junior Online Marketing Manager - New Ventures ",NA,"f","U502"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",51000,"h","U503"
"Lead Online Marketing Manager - (Remote) M/F/D",NA,"f","U504"
"Senior Business Development Manager - EU (M/F/D)",57000,"e","U505"
"Junior Big Data Analyst - Pricing & Forecasting (M/F/D)",NA,"b","U506"
"Senior Culture Manager - Global Transformation",NA,"c","U507"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"h","U508"
"Junior Data Analyst - (Remote) m/f/d",NA,"g","U509"
"Senior Backend Developer m/f/d",NA,"b","U510"
" Backend Engineer - (Remote)",NA,"h","U511"
"Lead SEO Marketing Manager - New Ventures ",NA,"b","U512"
"Senior SEO Manager - (Remote) (m/f/d)",NA,"g","U513"
"Lead Product Manager -  Mobile",62000,"a","U514"
"Senior SEO Marketing Manager - (Remote)",63000,"f","U515"
"Junior Product Manager -  Mobile",NA,"c","U516"
"Lead UI Designer - (Remote)",NA,"f","U517"
"Junior Product / UX Engineer - NLP (m/f/d)",NA,"d","U518"
"Senior Brand Marketing Manager - New Ventures ",56000,"d","U519"
" Brand Marketing Manager - (Remote)",58000,"e","U520"
"Junior Onboarding Manager - New Ventures (M/F/D)",NA,"b","U521"
"Senior Data Science Manager m/f/d",NA,"b","U522"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",62000,"g","U523"
" Backend Engineer - (Remote)",59000,"e","U524"
"Junior Operations Manager - New Ventures",NA,"f","U525"
"Lead UI Designer - (Remote)",NA,"e","U526"
" SEO Marketeer - New Ventures ",69000,"d","U527"
"Lead Frontend Engineer",NA,"a","U528"
" Marketing Manager - (Remote) m/f/d",NA,"g","U529"
"Senior AI Researcher - NLP m/f/d",NA,"f","U530"
"Junior Backend Engineer - (Remote)",NA,"h","U531"
"Junior Product Manager -  Mobile",NA,"a","U532"
" Product Consultant - Pricing (M/F/D)",NA,"a","U533"
"Senior Growth Hacker - New Ventures  (M/F/D)",64000,"c","U534"
" Onboarding Manager - New Ventures",NA,"a","U535"
"Lead AI Researcher - Deep Learning",70000,"b","U536"
"Lead Shop Manager - New Ventures",68000,"g","U537"
"Junior Backend Developer M/F/D",NA,"h","U538"
"Senior SEO Marketing Manager - (Remote)",NA,"c","U539"
" Backend Engineer - (Remote)",NA,"f","U540"
"Lead Brand Manager - New Ventures ",65000,"g","U541"
" Data Science Manager M/F/D",NA,"b","U542"
"Junior Growth Hacker - New Ventures ",67000,"h","U543"
"Lead AI Researcher - Deep Learning",NA,"c","U544"
"Lead Sustainability Manager - New Ventures",NA,"e","U545"
" Data Consultant - NLP",NA,"g","U546"
" Brand Manager (m/f/d)",69000,"c","U547"
" Brand Marketing Manager - (Remote)",NA,"d","U548"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"h","U549"
"Senior Frontend Engineer - (Remote) (m/f/d)",NA,"e","U550"
"Lead Software Developer - Deep Learning",NA,"f","U551"
" Shop Manager - France",68000,"d","U552"
"Lead Product Owner - Checkout m/f/d",68000,"a","U553"
" Onboarding Manager - New Ventures",61000,"b","U554"
"Senior Backend Engineer (M/F/D)",67000,"c","U555"
"Junior Product Manager -  Mobile",65000,"d","U556"
"Lead Data Scientist - Pricing Team",56000,"b","U557"
"Lead Brand Marketing Manager - New Ventures  m/f/d",NA,"d","U558"
"Junior Operations Manager - New Ventures",NA,"c","U559"
"Junior Backend Engineer - (Remote)",69000,"a","U560"
"Lead Data Consultant - Supplier Financing m/f/d",54000,"a","U561"
" Performance Marketing Manager - Mobile m/f/d",NA,"a","U562"
"Junior SEO Marketeer - (Remote)",NA,"d","U563"
"Lead UI Designer - (Remote)",61000,"d","U564"
"Lead Brand Manager - New Ventures ",60000,"b","U565"
" Brand Manager (m/f/d)",NA,"b","U566"
"Senior Big Data Analyst - (Internal Audit) (M/F/D)",NA,"f","U567"
"Senior Backend Developer m/f/d",58000,"f","U568"
"Senior Online Marketing Manager - Mobile M/F/D",59000,"a","U569"
"Senior Backend Developer m/f/d",NA,"g","U570"
"Junior SEO Marketing Manager - New Ventures  (m/f/d)",NA,"b","U571"
"Lead Business Development Manager",52000,"c","U572"
"Senior Manager Policy Affairs - France (m/f/d)",NA,"h","U573"
" Data Science Manager M/F/D",59000,"h","U574"
"Junior Data Scientist - Deep Learning",NA,"e","U575"
" Frontend Engineer - Deep Learning (m/f/d)",60000,"e","U576"
"Junior Onboarding Manager - New Ventures (M/F/D)",NA,"f","U577"
"Senior Manager Policy Affairs - France (m/f/d)",NA,"a","U578"
" Online Marketing Manager",NA,"a","U579"
"Lead Onboarding Manager",NA,"h","U580"
"Senior Product Owner - NLP",NA,"d","U581"
" Performance Marketing Manager - Mobile m/f/d",NA,"e","U582"
" Big Data Analyst - (Internal Audit) (M/F/D)",NA,"e","U583"
"Junior Product Owner - NLP",NA,"c","U584"
"Lead Software Engineer - Deep Learning M/F/D",NA,"e","U585"
"Junior SEO Manager - New Ventures ",63000,"b","U586"
"Junior Data Analyst - (Remote) m/f/d",NA,"b","U587"
"Senior Culture Manager - Global Transformation",NA,"c","U588"
"Senior Data Science Manager m/f/d",NA,"d","U589"
"Senior Data Scientist - Supplier Financing M/F/D",NA,"d","U590"
"Junior Sustainability Manager - France",NA,"e","U591"
"Senior UI Designer",63000,"h","U592"
"Junior Shop Manager - Global Transformation (M/F/D)",NA,"g","U593"
" Operations Manager - France",NA,"f","U594"
"Junior Data Consultant - (Internal Audit)",NA,"b","U595"
"Lead Data Consultant - Supplier Financing m/f/d",62000,"e","U596"
"Lead Product Analyst - NLP",NA,"b","U597"
"Lead Software Engineer - Deep Learning M/F/D",NA,"d","U598"
"Lead Marketing Manager - (Remote)",NA,"a","U599"
" Backend Developer (m/f/d)",56000,"c","U600"
"Senior SEO Manager - (Remote) (m/f/d)",70000,"h","U601"
"Junior AI Researcher - Pricing & Forecasting",61000,"c","U602"
"Lead Data Analyst - Pricing Team (m/f/d)",NA,"d","U603"
" Product Manager - Pricing & Forecasting",63000,"a","U604"
"Lead Data Science Manager - APAC",NA,"c","U605"
"Lead Machine Learning Engineer - (Remote)",NA,"b","U606"
"Junior Online Marketing Manager - New Ventures ",64000,"h","U607"
"Junior Online Marketing Manager - New Ventures ",53000,"d","U608"
"Lead Product Consultant - NLP (m/f/d)",NA,"e","U609"
"Lead Frontend Engineer",NA,"f","U610"
"Junior AI Researcher - Pricing & Forecasting",NA,"h","U611"
" Performance Marketing Manager - Mobile m/f/d",NA,"c","U612"
"Lead Manager Policy Affairs - New Ventures M/F/D",68000,"e","U613"
"Senior Product Manager -  Mobile",NA,"h","U614"
"Senior Data Science Manager m/f/d",NA,"a","U615"
"Senior Business Development Manager - EU (M/F/D)",61000,"a","U616"
"Junior Business Development Manager - France",NA,"h","U617"
" Software Engineer - (Remote)",60000,"g","U618"
"Lead Growth Marketing Manager - New Ventures  (M/F/D)",NA,"a","U619"
"Junior Shop Manager - Global Transformation (M/F/D)",NA,"f","U620"
"Lead SEO Manager (M/F/D)",NA,"a","U621"
"Lead Operations Manager - France (M/F/D)",NA,"c","U622"
"Lead Operations Manager - France (M/F/D)",NA,"g","U623"
"Lead Big Data Analyst - Pricing Team",NA,"h","U624"
"Senior Marketing Manager - New Ventures ",58000,"e","U625"
"Junior SEO Marketeer - (Remote)",65000,"f","U626"
"Lead Software Engineer - Deep Learning M/F/D",NA,"d","U627"
"Senior Growth Marketing Manager - (Remote)",NA,"a","U628"
" Brand Marketing Manager - (Remote)",NA,"e","U629"
"Junior Backend Developer M/F/D",NA,"a","U630"
"Senior SEO Manager - (Remote) (m/f/d)",61000,"a","U631"
"Senior Brand Marketing Manager - New Ventures ",NA,"e","U632"
"Senior Product Consultant - Pricing m/f/d",60000,"c","U633"
"Senior Sustainability Manager",54000,"h","U634"
"Lead Online Marketing Manager - (Remote) M/F/D",NA,"c","U635"
"Senior UI Designer",NA,"b","U636"
"Junior Sustainability Manager - France",NA,"a","U637"
"Senior Online Marketing Manager - Mobile M/F/D",NA,"e","U638"
" Product Manager - Pricing & Forecasting",69000,"h","U639"
" Brand Manager (m/f/d)",50000,"e","U640"
"Junior Backend Developer M/F/D",NA,"b","U641"
"Junior Data Science Manager (m/f/d)",NA,"f","U642"
"Lead Product Manager -  Mobile",51000,"e","U643"
" Product / UX Engineer - NLP",59000,"h","U644"
" Culture Manager - EU M/F/D",NA,"f","U645"
"Junior Software Developer",52000,"e","U646"
"Senior Backend Engineer (M/F/D)",53000,"f","U647"
" Operations Manager - France",NA,"c","U648"
"Lead Manager Policy Affairs - New Ventures M/F/D",NA,"e","U649"
"Junior Brand Marketing Manager - Mobile (M/F/D)",65000,"h","U650"
" Reserch Scientist - Supplier Financing m/f/d",NA,"f","U651"
"Junior Culture Manager - France",60000,"d","U652"
"Senior UI Designer",NA,"a","U653"
" Product Analyst - Pricing & Forecasting (M/F/D)",NA,"h","U654"
"Senior Brand Manager - (Remote)",NA,"b","U655"
" Product Analyst - Pricing & Forecasting (M/F/D)",53000,"e","U656"
"Junior Brand Manager - (Remote) m/f/d",NA,"d","U657"
" Product Owner - Checkout",NA,"e","U658"
"Lead Brand Marketing Manager - New Ventures  m/f/d",NA,"c","U659"
"Lead Machine Learning Engineer - (Remote)",53000,"c","U660"
" UI Designer m/f/d",NA,"d","U661"
"Lead Data Analyst - Pricing Team (m/f/d)",NA,"c","U662"
"Junior Business Development Manager - France",57000,"d","U663"
" Onboarding Manager - New Ventures",NA,"f","U664"
"Senior Product / UX Engineer - Pricing (M/F/D)",NA,"e","U665"
"Lead Product / UX Engineer - Pricing",NA,"d","U666"
"Senior Big Data Analyst - (Internal Audit) (M/F/D)",NA,"d","U667"
"Senior UI Designer",64000,"c","U668"
"Senior Product Owner - NLP",52000,"d","U669"
" Backend Developer (m/f/d)",NA,"e","U670"
" Offline Marketing Manager - (Remote)",50000,"a","U671"
"Lead Growth Marketing Manager - New Ventures  (M/F/D)",NA,"e","U672"
"Senior Data Science Manager m/f/d",NA,"e","U673"
"Junior Product Manager -  Mobile",59000,"h","U674"
" Marketing Analyst - New Ventures ",NA,"b","U675"
"Junior Machine Learning Engineer - Supplier Financing",NA,"a","U676"
"Junior Data Consultant - (Internal Audit)",NA,"b","U677"
"Senior Operations Manager - APAC (M/F/D)",NA,"c","U678"
"Junior Data Science Manager (m/f/d)",NA,"h","U679"
" Product / UX Engineer - NLP",63000,"b","U680"
"Senior Product Manager -  Mobile",NA,"d","U681"
"Junior Product Owner - NLP",NA,"e","U682"
"Senior Business Development Manager - EU (M/F/D)",NA,"h","U683"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",56000,"a","U684"
"Junior Data Science Manager (m/f/d)",NA,"a","U685"
"Lead Offline Marketing Manager - New Ventures  m/f/d",NA,"c","U686"
" SEO Marketeer - New Ventures ",NA,"a","U687"
" Product Consultant - Pricing (M/F/D)",NA,"b","U688"
" Backend Developer (m/f/d)",59000,"b","U689"
" Backend Engineer - (Remote)",54000,"d","U690"
"Lead Marketing Analyst - New Ventures  m/f/d",NA,"h","U691"
"Junior Product / UX Engineer - NLP (m/f/d)",NA,"h","U692"
" Data Scientist - Supplier Financing",NA,"d","U693"
"Senior Software Engineer",63000,"b","U694"
"Senior UI Designer",68000,"d","U695"
"Lead Business Development Manager",NA,"c","U696"
"Lead Growth Hacker - New Ventures ",NA,"f","U697"
" Offline Marketing Manager - (Remote)",NA,"h","U698"
"Senior Product Manager -  Mobile",61000,"f","U699"
" Onboarding Manager - New Ventures",NA,"d","U700"
"Junior Business Development Manager - France",58000,"h","U701"
" Data Analyst - (Remote) m/f/d",57000,"g","U702"
"Senior Data Scientist - Supplier Financing M/F/D",69000,"d","U703"
" Product Consultant - Pricing (M/F/D)",NA,"a","U704"
"Lead Reserch Scientist - Pricing & Forecasting",NA,"b","U705"
" Product Analyst - Pricing & Forecasting (M/F/D)",NA,"c","U706"
"Senior AI Researcher - NLP m/f/d",NA,"g","U707"
"Junior Big Data Analyst - Pricing & Forecasting (M/F/D)",NA,"g","U708"
"Senior Backend Engineer (M/F/D)",NA,"d","U709"
" Frontend Engineer - Deep Learning (m/f/d)",NA,"g","U710"
"Junior Business Development Manager - France",69000,"b","U711"
"Lead Data Consultant - Supplier Financing m/f/d",NA,"g","U712"
"Lead Backend Engineer - Deep Learning",NA,"a","U713"
" Backend Engineer - (Remote)",67000,"h","U714"
"Senior Product Manager -  Mobile",NA,"h","U715"
"Junior Data Consultant - (Internal Audit)",NA,"e","U716"
"Lead Software Engineer - Deep Learning M/F/D",57000,"a","U717"
"Lead Machine Learning Engineer - (Remote)",NA,"d","U718"
"Junior Manager Policy Affairs - France",NA,"a","U719"
"Lead Online Marketing Manager - (Remote) M/F/D",NA,"b","U720"
"Lead UI Designer - (Remote)",63000,"g","U721"
"Senior Brand Manager - (Remote)",NA,"d","U722"
"Lead Manager Policy Affairs - New Ventures M/F/D",65000,"f","U723"
"Lead Offline Marketing Manager - New Ventures  m/f/d",NA,"d","U724"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"h","U725"
"Lead Product Consultant - NLP (m/f/d)",54000,"f","U726"
"Junior Offline Marketing Manager",NA,"g","U727"
" Big Data Analyst - (Internal Audit) (M/F/D)",51000,"c","U728"
"Senior Online Marketing Manager - Mobile M/F/D",NA,"f","U729"
"Junior Product Consultant - Pricing M/F/D",66000,"d","U730"
"Senior Software Engineer",56000,"h","U731"
"Lead Backend Developer - Deep Learning",NA,"e","U732"
"Junior Manager Policy Affairs - France",60000,"e","U733"
" Software Developer - (Remote) (M/F/D)",NA,"e","U734"
" Offline Marketing Manager - (Remote)",NA,"e","U735"
"Senior Business Development Manager - EU (M/F/D)",57000,"f","U736"
"Senior Backend Developer m/f/d",NA,"f","U737"
"Senior Brand Manager - (Remote)",67000,"c","U738"
" Backend Developer (m/f/d)",NA,"b","U739"
"Junior Manager Policy Affairs - France",NA,"a","U740"
"Lead Data Science Manager - APAC",NA,"h","U741"
"Junior Culture Manager - France",60000,"f","U742"
"Lead Big Data Analyst - Pricing Team",NA,"a","U743"
" Machine Learning Engineer - NLP M/F/D",NA,"b","U744"
"Junior Growth Marketing Manager - Mobile",66000,"a","U745"
"Senior Onboarding Manager (m/f/d)",NA,"c","U746"
"Senior Backend Developer m/f/d",NA,"b","U747"
"Lead Manager Policy Affairs - New Ventures M/F/D",69000,"g","U748"
"Lead Product / UX Engineer - Pricing",52000,"h","U749"
" Brand Marketing Manager - (Remote)",NA,"d","U750"
"Junior Onboarding Manager - New Ventures (M/F/D)",NA,"c","U751"
"Senior Product / UX Engineer - Pricing (M/F/D)",NA,"d","U752"
" Growth Hacker - Mobile",NA,"d","U753"
"Senior Data Scientist - Supplier Financing M/F/D",NA,"b","U754"
"Junior Sustainability Manager - France",NA,"h","U755"
"Senior Online Marketing Manager - Mobile M/F/D",69000,"b","U756"
"Junior Marketing Analyst - (Remote)",NA,"f","U757"
" Manager Innovation Lab M/F/D",NA,"a","U758"
"Lead Product / UX Engineer - Pricing",NA,"a","U759"
" Reserch Scientist - Supplier Financing m/f/d",NA,"c","U760"
" Backend Engineer - (Remote)",NA,"e","U761"
"Junior Backend Engineer - (Remote)",NA,"d","U762"
" Brand Manager (m/f/d)",56000,"a","U763"
"Senior Machine Learning Engineer - NLP",NA,"f","U764"
" Business Development Manager - EU",NA,"a","U765"
"Lead Backend Developer - Deep Learning",NA,"g","U766"
" Frontend Engineer - Deep Learning (m/f/d)",65000,"e","U767"
"Junior Manager Innovation Lab - France (M/F/D)",65000,"e","U768"
"Junior AI Researcher - Pricing & Forecasting",51000,"g","U769"
" Product Analyst - Pricing & Forecasting (M/F/D)",55000,"g","U770"
"Senior Brand Marketing Manager - New Ventures ",55000,"d","U771"
"Senior Online Marketing Manager - Mobile M/F/D",56000,"e","U772"
"Junior Culture Manager - France",NA,"f","U773"
" Brand Manager (m/f/d)",NA,"b","U774"
"Senior UI Designer",NA,"b","U775"
"Lead Product Owner - Checkout m/f/d",NA,"h","U776"
"Senior Product Owner - NLP",NA,"d","U777"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",NA,"f","U778"
"Lead Reserch Scientist - Pricing & Forecasting",NA,"e","U779"
"Lead Product Owner - Checkout m/f/d",NA,"f","U780"
"Senior Brand Manager - (Remote)",NA,"h","U781"
"Lead Onboarding Manager",53000,"e","U782"
"Senior Frontend Engineer - (Remote) (m/f/d)",NA,"d","U783"
" Growth Hacker - Mobile",NA,"h","U784"
"Junior Frontend Engineer - (Remote)",NA,"a","U785"
"Senior Brand Marketing Manager - New Ventures ",58000,"e","U786"
" Product Analyst - Pricing & Forecasting (M/F/D)",66000,"d","U787"
"Lead Growth Hacker - New Ventures ",NA,"e","U788"
" Online Marketing Manager",NA,"d","U789"
"Lead Reserch Scientist - Pricing & Forecasting",NA,"a","U790"
"Junior Software Engineer",NA,"g","U791"
"Junior Software Developer",61000,"e","U792"
"Senior Brand Manager - (Remote)",NA,"g","U793"
" Data Scientist - Supplier Financing",NA,"d","U794"
"Lead Growth Hacker - New Ventures ",55000,"f","U795"
"Lead UI Designer - (Remote)",NA,"h","U796"
"Junior Growth Hacker - New Ventures ",NA,"c","U797"
"Junior Product Analyst - NLP",NA,"e","U798"
"Junior Data Science Manager (m/f/d)",NA,"d","U799"
"Junior Online Marketing Manager - New Ventures ",NA,"h","U800"
"Junior Marketing Manager - New Ventures ",NA,"b","U801"
" SEO Manager m/f/d",NA,"f","U802"
"Lead SEO Marketeer M/F/D",NA,"b","U803"
"Senior SEO Marketeer - (Remote)",NA,"e","U804"
"Lead Culture Manager - EU (M/F/D)",NA,"a","U805"
"Junior Culture Manager - France",NA,"c","U806"
"Senior UI Designer",NA,"g","U807"
"Senior Manager Innovation Lab - APAC m/f/d",65000,"h","U808"
"Senior Software Engineer",NA,"a","U809"
"Junior Manager Policy Affairs - France",NA,"a","U810"
"Senior Sustainability Manager",65000,"d","U811"
"Junior Data Science Manager (m/f/d)",NA,"h","U812"
"Lead Brand Manager - New Ventures ",68000,"a","U813"
"Lead Product Owner - Checkout m/f/d",NA,"e","U814"
" Machine Learning Engineer - NLP M/F/D",66000,"a","U815"
"Senior Operations Manager - APAC (M/F/D)",NA,"f","U816"
" Backend Engineer - (Remote)",NA,"e","U817"
"Junior Software Developer",61000,"f","U818"
"Senior AI Researcher - NLP m/f/d",59000,"h","U819"
"Junior Online Marketing Manager - New Ventures ",NA,"h","U820"
" Culture Manager - EU M/F/D",63000,"b","U821"
"Junior Product / UX Engineer - NLP (m/f/d)",NA,"h","U822"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",63000,"g","U823"
" AI Researcher - Supplier Financing",NA,"e","U824"
" Frontend Engineer - Deep Learning (m/f/d)",67000,"g","U825"
"Junior Onboarding Manager - New Ventures (M/F/D)",NA,"e","U826"
"Lead Growth Hacker - New Ventures ",NA,"f","U827"
"Senior AI Researcher - NLP m/f/d",56000,"d","U828"
"Junior Product Consultant - Pricing M/F/D",NA,"h","U829"
" Product / UX Engineer - NLP",NA,"c","U830"
"Senior Growth Marketing Manager - (Remote)",NA,"d","U831"
"Junior SEO Marketing Manager - New Ventures  (m/f/d)",NA,"a","U832"
" Product Analyst - Pricing & Forecasting (M/F/D)",63000,"g","U833"
"Senior Big Data Analyst - (Internal Audit) (M/F/D)",NA,"a","U834"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",63000,"f","U835"
"Junior Marketing Manager - New Ventures ",NA,"a","U836"
"Lead Data Science Manager - APAC",57000,"a","U837"
" Reserch Scientist - Supplier Financing m/f/d",NA,"h","U838"
"Junior Product Owner - NLP",68000,"g","U839"
"Lead Product / UX Engineer - Pricing",NA,"b","U840"
" Sustainability Manager - APAC",52000,"e","U841"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"g","U842"
" Software Developer - (Remote) (M/F/D)",NA,"h","U843"
"Senior Software Developer - (Remote)",NA,"c","U844"
" SEO Marketeer - New Ventures ",NA,"f","U845"
"Junior Marketing Manager - New Ventures ",51000,"b","U846"
" Operations Manager - France",51000,"h","U847"
"Lead Brand Marketing Manager - New Ventures  m/f/d",57000,"b","U848"
"Senior Data Science Manager m/f/d",NA,"a","U849"
"Lead Software Engineer - Deep Learning M/F/D",NA,"b","U850"
"Junior Onboarding Manager - New Ventures (M/F/D)",63000,"b","U851"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"d","U852"
"Junior Product / UX Engineer - NLP (m/f/d)",66000,"e","U853"
" SEO Marketeer - New Ventures ",NA,"g","U854"
" Backend Developer (m/f/d)",NA,"b","U855"
"Junior Brand Marketing Manager - Mobile (M/F/D)",NA,"e","U856"
"Senior Brand Manager - (Remote)",NA,"d","U857"
"Junior Performance Marketing Manager - (Remote)",NA,"b","U858"
"Lead Software Developer - Deep Learning",NA,"c","U859"
"Senior UI Designer",NA,"c","U860"
"Lead SEO Marketing Manager - New Ventures ",NA,"d","U861"
"Junior Product / UX Engineer - NLP (m/f/d)",NA,"h","U862"
"Junior Marketing Analyst - (Remote)",53000,"c","U863"
"Junior SEO Marketeer - (Remote)",66000,"d","U864"
"Senior Online Marketing Manager - Mobile M/F/D",NA,"b","U865"
"Junior Performance Marketing Manager - (Remote)",NA,"b","U866"
"Junior Backend Engineer - (Remote)",53000,"g","U867"
"Lead SEO Marketeer M/F/D",NA,"f","U868"
"Junior Data Scientist - Deep Learning",54000,"e","U869"
" Business Development Manager - EU",NA,"a","U870"
"Junior Marketing Manager - New Ventures ",NA,"f","U871"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"e","U872"
"Junior Business Development Manager - France",NA,"a","U873"
"Senior Brand Manager - (Remote)",NA,"c","U874"
"Senior Culture Manager - Global Transformation",NA,"e","U875"
"Senior AI Researcher - NLP m/f/d",NA,"c","U876"
" Data Analyst - (Remote) m/f/d",NA,"c","U877"
"Junior Product Consultant - Pricing M/F/D",51000,"f","U878"
" Reserch Scientist - Supplier Financing m/f/d",51000,"d","U879"
" Marketing Manager - (Remote) m/f/d",53000,"h","U880"
" Manager Policy Affairs - APAC",NA,"b","U881"
"Lead Manager Innovation Lab - New Ventures M/F/D",NA,"h","U882"
"Lead Operations Manager - France (M/F/D)",63000,"d","U883"
"Lead Online Marketing Manager - (Remote) M/F/D",NA,"c","U884"
"Lead Machine Learning Engineer - (Remote)",52000,"b","U885"
" Growth Marketing Manager - New Ventures ",NA,"e","U886"
" Performance Marketing Manager - Mobile m/f/d",58000,"d","U887"
"Senior Product Manager -  Mobile",NA,"e","U888"
"Lead Manager Policy Affairs - New Ventures M/F/D",NA,"h","U889"
"Lead Brand Marketing Manager - New Ventures  m/f/d",NA,"c","U890"
" Frontend Engineer - Deep Learning (m/f/d)",NA,"e","U891"
"Senior Sustainability Manager",62000,"a","U892"
"Senior Online Marketing Manager - Mobile M/F/D",54000,"g","U893"
"Lead Big Data Analyst - Pricing Team",NA,"a","U894"
" Data Consultant - NLP",NA,"c","U895"
"Senior Operations Manager - APAC (M/F/D)",NA,"h","U896"
"Junior SEO Marketeer - (Remote)",64000,"b","U897"
"Junior Growth Hacker - New Ventures ",NA,"h","U898"
"Lead Product Owner - Checkout m/f/d",NA,"h","U899"
"Junior Operations Manager - New Ventures",67000,"f","U900"
"Lead Machine Learning Engineer - (Remote)",NA,"h","U901"
"Lead SEO Manager (M/F/D)",58000,"b","U902"
" Big Data Analyst - (Internal Audit) (M/F/D)",NA,"a","U903"
" Product Analyst - Pricing & Forecasting (M/F/D)",NA,"g","U904"
" Backend Developer (m/f/d)",NA,"f","U905"
"Lead Online Marketing Manager - (Remote) M/F/D",NA,"a","U906"
"Junior UI Designer - (Remote)",65000,"f","U907"
" Offline Marketing Manager - (Remote)",63000,"h","U908"
" Marketing Manager - (Remote) m/f/d",NA,"h","U909"
"Senior SEO Marketing Manager - (Remote)",54000,"g","U910"
"Lead Shop Manager - New Ventures",58000,"d","U911"
"Lead Backend Engineer - Deep Learning",NA,"g","U912"
"Lead Sustainability Manager - New Ventures",NA,"h","U913"
"Senior Product Consultant - Pricing m/f/d",51000,"d","U914"
"Lead Brand Manager - New Ventures ",NA,"h","U915"
"Junior UI Designer - (Remote)",NA,"e","U916"
"Senior Big Data Analyst - (Internal Audit) (M/F/D)",NA,"f","U917"
"Senior Product / UX Engineer - Pricing (M/F/D)",NA,"d","U918"
"Junior SEO Manager - New Ventures ",NA,"c","U919"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"h","U920"
"Senior Culture Manager - Global Transformation",NA,"d","U921"
"Senior Backend Developer m/f/d",NA,"a","U922"
" Offline Marketing Manager - (Remote)",56000,"c","U923"
" SEO Marketing Manager m/f/d",57000,"g","U924"
"Lead Manager Innovation Lab - New Ventures M/F/D",NA,"f","U925"
"Senior Growth Hacker - New Ventures  (M/F/D)",51000,"h","U926"
"Senior Onboarding Manager (m/f/d)",61000,"g","U927"
" Operations Manager - France",NA,"d","U928"
"Junior SEO Manager - New Ventures ",NA,"f","U929"
"Junior Marketing Manager - New Ventures ",NA,"f","U930"
"Junior Data Consultant - (Internal Audit)",NA,"c","U931"
"Senior Manager Policy Affairs - France (m/f/d)",NA,"d","U932"
" Marketing Manager - (Remote) m/f/d",63000,"a","U933"
"Lead UI Designer - (Remote)",53000,"d","U934"
" Brand Manager (m/f/d)",59000,"e","U935"
"Junior Product Owner - NLP",NA,"a","U936"
"Senior Performance Marketing Manager",70000,"e","U937"
" AI Researcher - Supplier Financing",NA,"c","U938"
" Software Developer - (Remote) (M/F/D)",NA,"f","U939"
"Lead UI Designer - (Remote)",NA,"d","U940"
"Senior Brand Manager - (Remote)",NA,"c","U941"
"Junior Marketing Manager - New Ventures ",NA,"b","U942"
"Junior Operations Manager - New Ventures",NA,"g","U943"
" Product Consultant - Pricing (M/F/D)",NA,"b","U944"
"Lead Big Data Analyst - Pricing Team",NA,"h","U945"
" Online Marketing Manager",NA,"a","U946"
"Senior Machine Learning Engineer - NLP",NA,"g","U947"
"Lead Reserch Scientist - Pricing & Forecasting",54000,"g","U948"
"Lead SEO Marketeer M/F/D",NA,"d","U949"
" Machine Learning Engineer - NLP M/F/D",62000,"f","U950"
"Senior Online Marketing Manager - Mobile M/F/D",NA,"c","U951"
" Product Manager - Pricing & Forecasting",NA,"e","U952"
"Lead Product Owner - Checkout m/f/d",65000,"g","U953"
